new_path,topic,year,author,title,original_path
01_Sceletium_Pharmacology/2018 - Koob - Neurobiology of addiction a neurocircuitry analysis_1.pdf,01_Sceletium_Pharmacology,2018,"George F Koob, Nora D Volkow",Neurobiology of addiction: a neurocircuitry analysis,ZOTPDF_References/Koob et Volkow - 2016 - Neurobiology of addiction a neurocircuitry analysis.pdf
05_Khoi_San_Traditional/2021 - Amit - Kotadiya et al In Silico Docking Analysis of Few Antidepressant P.pdf,05_Khoi_San_Traditional,2021,Amit,,ZOTPDF_References/Kotadiya et al In Silico Docking Analysis of Few Antidepressant P.pdf
"01_Sceletium_Pharmacology/2016 - Krstenansky - Mesembrine alkaloids_ Review of their occurrence, chemistry, and pharmacology_1.pdf",01_Sceletium_Pharmacology,2016,John L. Krstenansky,"Mesembrine alkaloids_ Review of their occurrence, chemistry, and pharmacology","ZOTPDF_References/Krstenansky - 2017 - Mesembrine alkaloids Review of their occurrence, chemistry, and pharmacology.pdf"
"02_Ethnopharmacology/2011 - Leonti - future is written Impact of scripts on the cognition, selection, knowledge a..._1.pdf",02_Ethnopharmacology,2011,Marco Leonti,"The future is written: Impact of scripts on the cognition, selection, knowledge and transmission of medicinal plant use and its implications for ethnobotany and ethnopharmacology","ZOTPDF_References/Leonti - 2011 - The future is written Impact of scripts on the cognition, selection, knowledge and transmission of.pdf"
"01_Sceletium_Pharmacology/2017 - Lewis - Addiction and the Brain Development, Not Disease_1.pdf",01_Sceletium_Pharmacology,2017,Marc Lewis,"Addiction and the Brain: Development, Not Disease","ZOTPDF_References/Lewis - 2017 - Addiction and the Brain Development, Not Disease.pdf"
05_Khoi_San_Traditional/2025 - 06_Low.indd.pdf,05_Khoi_San_Traditional,2025,,06_Low.indd,ZOTPDF_References/Low - 2007 - Different Histories of Buchu Euro-American Appropriation of San and Khoekhoe Knowledge of Buchu Pla.pdf
05_Khoi_San_Traditional/2016 - Khoisan Wind Hunting and Healing_1.pdf,05_Khoi_San_Traditional,2016,,Khoisan Wind: Hunting and Healing,ZOTPDF_References/Low - 2007 - Khoisan Wind Hunting and Healing-1.pdf
05_Khoi_San_Traditional/2016 - Khoisan Wind Hunting and Healing_1.pdf,05_Khoi_San_Traditional,2016,,Khoisan Wind: Hunting and Healing,ZOTPDF_References/Low - 2007 - Khoisan Wind Hunting and Healing.pdf
01_Sceletium_Pharmacology/2022 - Luo - network pharmacology-based approach to explore the therapeutic potential of S..._1.pdf,01_Sceletium_Pharmacology,2022,"Yangwen Luo, Luchen Shan, Lipeng Xu, Srinivas Patnala, Isadore Kanfer, Jiahao Li, Pei Yu, Xu Jun",A network pharmacology-based approach to explore the therapeutic potential of Sceletium tortuosum in the treatment of neurodegenerative disorders,ZOTPDF_References/Luo et al. - 2022 - A network pharmacology-based approach to explore the therapeutic potential of Sceletium tortuosum in.pdf
01_Sceletium_Pharmacology/2023 - Magill - Bryophyta.pdf,01_Sceletium_Pharmacology,2023,"Magill, Robert E",Bryophyta ,ZOTPDF_References/Magill et al. - 1981 - Bryophyta.pdf
01_Sceletium_Pharmacology/2021 - Mahlatsi et al.   2021   A conceptual framework for psychosocial health manag....pdf,01_Sceletium_Pharmacology,2021,,,ZOTPDF_References/Mahlatsi et al. - 2021 - A conceptual framework for psychosocial health management grounded in the therapeutic merits of indi-1.pdf
01_Sceletium_Pharmacology/2025 - Makolo - Mesembrine_ The archetypal psycho-active Sceletium alkaloid.pdf,01_Sceletium_Pharmacology,2025,Felix Makolo,Mesembrine_ The archetypal psycho-active Sceletium alkaloid,ZOTPDF_References/Makolo et al. - 2019 - Mesembrine The archetypal psycho-active Sceletium alkaloid-1.pdf
01_Sceletium_Pharmacology/2019 - Makolo - Mesembrine_ The archetypal psycho-active Sceletium alkaloid_1.pdf,01_Sceletium_Pharmacology,2019,Felix Makolo,Mesembrine_ The archetypal psycho-active Sceletium alkaloid,ZOTPDF_References/Makolo et al. - 2019 - Mesembrine The archetypal psycho-active Sceletium alkaloid.pdf
01_Sceletium_Pharmacology/2017 - Manda - Quantification of mesembrine and mesembrenone in mouse plasma using UHPLC QTo....pdf,01_Sceletium_Pharmacology,2017,"Vamshi K. Manda, Bharathi Avula, Mohammad K. Ashfaq, Naohito Abe, Ikhlas A. Khan, Shabana I. Khan",Quantification of mesembrine and mesembrenone in mouse plasma using UHPLC QToF MS: Application to a pharmacokinetic study,ZOTPDF_References/Manda et al. - 2017 - Quantification of mesembrine and mesembrenone in mouse plasma using UHPLC‐QToF‐MS Application to a.pdf
01_Sceletium_Pharmacology/2019 - Manganyi - Antibacterial activity of endophytic fungi isolated from Sceletium tortuosum ..._1.pdf,01_Sceletium_Pharmacology,2019,Madira Coutlyne Manganyi,Antibacterial activity of endophytic fungi isolated from Sceletium tortuosum L. (Kougoed),ZOTPDF_References/Manganyi et al. - 2019 - Antibacterial activity of endophytic fungi isolated from Sceletium tortuosum L. (Kougoed)-1.pdf
01_Sceletium_Pharmacology/2025 - Manganyi - Antibacterial activity of endophytic fungi isolated from Sceletium tortuosum ....pdf,01_Sceletium_Pharmacology,2025,Madira Coutlyne Manganyi,Antibacterial activity of endophytic fungi isolated from Sceletium tortuosum L. (Kougoed),ZOTPDF_References/Manganyi et al. - 2019 - Antibacterial activity of endophytic fungi isolated from Sceletium tortuosum L. (Kougoed).pdf
01_Sceletium_Pharmacology/2021 - Manganyi - Chewable Cure ˝Kanna˛ Biological and Pharmaceutical Properties of Sceletium ....pdf,01_Sceletium_Pharmacology,2021,"Madira Coutlyne Manganyi, Cornelius Carlos Bezuidenhout, Thierry Regnier and Collins Njie Ateba",A Chewable Cure ˝Kanna˛: Biological and Pharmaceutical Properties of Sceletium tortuosum,ZOTPDF_References/Manganyi et al. - 2021 - A Chewable Cure “Kanna” Biological and Pharmaceutical Properties of Sceletium tortuosum-1.pdf
01_Sceletium_Pharmacology/2025 - Manganyi - Chewable Cure ˝Kanna˛ Biological and Pharmaceutical Properties of Sceletium ....pdf,01_Sceletium_Pharmacology,2025,"Madira Coutlyne Manganyi, Cornelius Carlos Bezuidenhout, Thierry Regnier and Collins Njie Ateba",A Chewable Cure ˝Kanna˛: Biological and Pharmaceutical Properties of Sceletium tortuosum,ZOTPDF_References/Manganyi et al. - 2021 - A Chewable Cure “Kanna” Biological and Pharmaceutical Properties of Sceletium tortuosum.pdf
02_Ethnopharmacology/2020 - Maphanga - Screening selected medicinal plants for potential anxiolytic activity using a..._1.pdf,02_Ethnopharmacology,2020,Veronica B. Maphanga,Screening selected medicinal plants for potential anxiolytic activity using an in vivo zebrafish model,ZOTPDF_References/Maphanga et al. - 2020 - Screening selected medicinal plants for potential anxiolytic activity using an in vivo zebrafish mod.pdf
01_Sceletium_Pharmacology/2022 - Maphanga - Mesembryanthemum tortuosum L. alkaloids modify anxiety-like behaviour in a ze..._1.pdf,01_Sceletium_Pharmacology,2022,Veronica B. Maphanga,Mesembryanthemum tortuosum L. alkaloids modify anxiety-like behaviour in a zebrafish model,ZOTPDF_References/Maphanga et al. - 2022 - Mesembryanthemum tortuosum L. alkaloids modify anxiety-like behaviour in a zebrafish model.pdf
01_Sceletium_Pharmacology/2007 - Martorell et Ezcurra   2007   The narrow leaf syndrome a functional and evolu....pdf,01_Sceletium_Pharmacology,2007,,,ZOTPDF_References/Martorell et Ezcurra - 2007 - The narrow-leaf syndrome a functional and evolutionary approach to the form of fog-harvesting roset.pdf
"01_Sceletium_Pharmacology/2014 - Meyer et al.   2015   GC MS, LC MSn, LC high resolution MSn, and NMR studies ....pdf",01_Sceletium_Pharmacology,2014,,,"ZOTPDF_References/Meyer et al. - 2015 - GC-MS, LC-MSn, LC-high resolution-MSn, and NMR studies on the metabolism and toxicological detection-1.pdf"
"01_Sceletium_Pharmacology/2014 - Meyer et al.   2015   GC MS, LC MSn, LC high resolution MSn, and NMR studies ..._1.pdf",01_Sceletium_Pharmacology,2014,,,"ZOTPDF_References/Meyer et al. - 2015 - GC-MS, LC-MSn, LC-high resolution-MSn, and NMR studies on the metabolism and toxicological detection.pdf"
01_Sceletium_Pharmacology/2025 - Mitchell - archaeology of southern Africa.pdf,01_Sceletium_Pharmacology,2025,"Mitchell, Peter, 1962-",The archaeology of southern Africa ,ZOTPDF_References/Mitchell_2022_1.pdf
"02_Ethnopharmacology/2016 - Royal pharmaceuticals Bioprospecting, rights, and traditional authority in S..._1.pdf",02_Ethnopharmacology,2016,,"Royal pharmaceuticals: Bioprospecting, rights, and traditional authority in South Africa","ZOTPDF_References/Morris - 2016 - Royal pharmaceuticals Bioprospecting, rights, and traditional authority in South Africa.pdf"
01_Sceletium_Pharmacology/2009 - Morris 2009.pdf,01_Sceletium_Pharmacology,2009,,,ZOTPDF_References/Morris_2009.pdf
01_Sceletium_Pharmacology/2014 - Murbach - toxicological safety assessment of a standardized extract of Sceletium tortuo..._1.pdf,01_Sceletium_Pharmacology,2014,Timothy S. Murbach,A toxicological safety assessment of a standardized extract of Sceletium tortuosum (Zembrin®) in rats,ZOTPDF_References/Murbach et al. - 2014 - A toxicological safety assessment of a standardized extract of Sceletium tortuosum (Zembrin®) in rat.pdf
01_Sceletium_Pharmacology/2025 - Book 1.indb.pdf,01_Sceletium_Pharmacology,2025,,Book 1.indb,ZOTPDF_References/Mvimi - 2022 - Past Environments and Plant Use in Holocene Southern Africa.pdf
01_Sceletium_Pharmacology/2021 - Neisewander - Neuroimmune Mechanisms as Novel Treatment Targets for Substance Use Disorders..._1.pdf,01_Sceletium_Pharmacology,2021,Janet L. Neisewander and Mark D. Namba,Neuroimmune Mechanisms as Novel Treatment Targets for Substance Use Disorders and Associated Comorbidities,ZOTPDF_References/Namba et al. - 2021 - Neuroimmune Mechanisms as Novel Treatment Targets for Substance Use Disorders and Associated Comorbi-1.pdf
01_Sceletium_Pharmacology/2025 - Neisewander - Neuroimmune Mechanisms as Novel Treatment Targets for Substance Use Disorders....pdf,01_Sceletium_Pharmacology,2025,Janet L. Neisewander and Mark D. Namba,Neuroimmune Mechanisms as Novel Treatment Targets for Substance Use Disorders and Associated Comorbidities,ZOTPDF_References/Namba et al. - 2021 - Neuroimmune Mechanisms as Novel Treatment Targets for Substance Use Disorders and Associated Comorbi.pdf
"04_Clinical_Trials/2013 - Nell - Randomized, Double-Blind, Parallel-Group, Placebo-Controlled Trial of Extract..._1.pdf",04_Clinical_Trials,2013,"Haylene Nell, Mirna Siebert, Pashini Chellan, and Nigel Gericke","A Randomized, Double-Blind, Parallel-Group, Placebo-Controlled Trial of Extract Sceletium tortuosum (Zembrin) in Healthy Adults","ZOTPDF_References/Nell et al. - 2013 - A Randomized, Double-Blind, Parallel-Group, Placebo-Controlled Trial of Extract Sceletium tortuos-1.pdf"
"04_Clinical_Trials/2025 - Nell - Randomized, Double-Blind, Parallel-Group, Placebo-Controlled Trial of Extract....pdf",04_Clinical_Trials,2025,"Haylene Nell, Mirna Siebert, Pashini Chellan, and Nigel Gericke","A Randomized, Double-Blind, Parallel-Group, Placebo-Controlled Trial of Extract Sceletium tortuosum (Zembrin) in Healthy Adults","ZOTPDF_References/Nell et al. - 2013 - A Randomized, Double-Blind, Parallel-Group, Placebo-Controlled Trial of Extract Sceletium tortuos.pdf"
01_Sceletium_Pharmacology/2018 - Nordling 2018.pdf,01_Sceletium_Pharmacology,2018,,,ZOTPDF_References/Nordling_2018.pdf
03_PDE4_Neurogenesis/2004 - doi10.1016j.tips.2004.01.003.pdf,03_PDE4_Neurogenesis,2004,,doi:10.1016/j.tips.2004.01.003,ZOTPDF_References/O'Donnell et Zhang - 2004 - Antidepressant effects of inhibitors of cAMP phosphodiesterase (PDE4).pdf
"01_Sceletium_Pharmacology/2022 - Olatunji - Corrigendum to ˝Sceletium tortuosum A review on its phytochemistry, pharmaco..._1.pdf",01_Sceletium_Pharmacology,2022,T.L. Olatunji,"Corrigendum to ˝Sceletium tortuosum: A review on its phytochemistry, pharmacokinetics, biological and clinical activities˛  ...","ZOTPDF_References/Olatunji et al. - 2022 - Corrigendum to “Sceletium tortuosum A review on its phytochemistry, pharmacokinetics, biological an.pdf"
"01_Sceletium_Pharmacology/2022 - Olatunji - Sceletium tortuosum  A review on its phytochemistry, pharmacokinetics, biolo..._1.pdf",01_Sceletium_Pharmacology,2022,T.L. Olatunji,"Sceletium tortuosum : A review on its phytochemistry, pharmacokinetics, biological, pre-clinical and clinical activities","ZOTPDF_References/Olatunji et al. - 2022 - Sceletium tortuosum A review on its phytochemistry, pharmacokinetics, biological, pre-clinical and.pdf"
03_PDE4_Neurogenesis/2017 - Olsen - Phosphodiesterase 4 inhibitors and drugs of abuse current knowledge and ther..._1.pdf,03_PDE4_Neurogenesis,2017,"Christopher M. Olsen, Qing-song Liu",Phosphodiesterase 4 inhibitors and drugs of abuse: current knowledge and therapeutic opportunities,ZOTPDF_References/Olsen et Liu - 2016 - Phosphodiesterase 4 inhibitors and drugs of abuse current knowledge and therapeutic opportunities-1.pdf
03_PDE4_Neurogenesis/2025 - Olsen - Phosphodiesterase 4 inhibitors and drugs of abuse current knowledge and ther....pdf,03_PDE4_Neurogenesis,2025,"Christopher M. Olsen, Qing-song Liu",Phosphodiesterase 4 inhibitors and drugs of abuse: current knowledge and therapeutic opportunities,ZOTPDF_References/Olsen et Liu - 2016 - Phosphodiesterase 4 inhibitors and drugs of abuse current knowledge and therapeutic opportunities.pdf
01_Sceletium_Pharmacology/2023 - One 2023.pdf,01_Sceletium_Pharmacology,2023,,,ZOTPDF_References/One_2023.pdf
02_Ethnopharmacology/2023 - Untitled.pdf,02_Ethnopharmacology,2023,,Untitled,ZOTPDF_References/Oteng Mintah et al. - 2019 - Medicinal Plants for Treatment of Prevalent Diseases.pdf
01_Sceletium_Pharmacology/2025 - Organized_Chaos - Microsoft Word - format.doc.pdf,01_Sceletium_Pharmacology,2025,Organized_Chaos,Microsoft Word - format.doc,ZOTPDF_References/Patnala et Kanfer - 2010 - HPLC Analysis of Mesembrine-Type Alkaloids in Sceletium Plant Material Used as An African Traditiona-1.pdf
01_Sceletium_Pharmacology/2010 - Organized_Chaos - Microsoft Word - format.doc_1.pdf,01_Sceletium_Pharmacology,2010,Organized_Chaos,Microsoft Word - format.doc,ZOTPDF_References/Patnala et Kanfer - 2010 - HPLC Analysis of Mesembrine-Type Alkaloids in Sceletium Plant Material Used as An African Traditiona.pdf
01_Sceletium_Pharmacology/2013 - Patnala et Kanfer   2013   Chemotaxonomic studies of mesembrine type alkaloid....pdf,01_Sceletium_Pharmacology,2013,,,ZOTPDF_References/Patnala et Kanfer - 2013 - Chemotaxonomic studies of mesembrine-type alkaloids in Sceletium plant species.pdf
01_Sceletium_Pharmacology/2023 - Untitled_1.pdf,01_Sceletium_Pharmacology,2023,,Untitled,"ZOTPDF_References/Patnala et Kanfer - 2017 - Sceletium Plant Species Alkaloidal Components, Chemistry and Ethnopharmacology-1.pdf"
01_Sceletium_Pharmacology/2023 - Untitled_1.pdf,01_Sceletium_Pharmacology,2023,,Untitled,"ZOTPDF_References/Patnala et Kanfer - 2017 - Sceletium Plant Species Alkaloidal Components, Chemistry and Ethnopharmacology.pdf"
01_Sceletium_Pharmacology/2015 - Pickard - Alternative models of addiction_1.pdf,01_Sceletium_Pharmacology,2015,Hanna Pickard,Alternative models of addiction,ZOTPDF_References/Pickard et al. - 2015 - Alternative Models of Addiction.pdf
01_Sceletium_Pharmacology/2024 - Pickrell et al.   2012   The genetic prehistory of southern Africa.pdf,01_Sceletium_Pharmacology,2024,,,ZOTPDF_References/Pickrell et al. - 2012 - The genetic prehistory of southern Africa.pdf
02_Ethnopharmacology/2013 - Shyam - Prasad et al.   2013   Role of Traditional and Alternative Medicine in Treatm....pdf,02_Ethnopharmacology,2013,Dr Shyam,,ZOTPDF_References/Prasad et al. - 2013 - Role of Traditional and Alternative Medicine in Treatment of Ulcerative Colitis.pdf
01_Sceletium_Pharmacology/2020 - Sceletium tortuosum (Zembrin®) ameliorates experimentally induced anxiety in ..._1.pdf,01_Sceletium_Pharmacology,2020,,Sceletium tortuosum (Zembrin®) ameliorates experimentally induced anxiety in healthy volunteers,ZOTPDF_References/Reay et al. - 2020 - Sceletium tortuosum (Zembrin® ) ameliorates experimentally induced anxiety in heal.pdf
01_Sceletium_Pharmacology/2023 - Stafford - Skeletons in the closet   Using a bibliometric lens to visualise phytochemic....pdf,01_Sceletium_Pharmacology,2023,Dr. GI Stafford,"Skeletons in the closet?   Using a bibliometric lens to visualise phytochemical and pharmacological activities linked to Sceletium, a mood enhancer",ZOTPDF_References/Reddy et al. - 2024 - Skeletons in the closet Using a bibliometric lens to visualise phytochemical and pharmacological ac.pdf
03_PDE4_Neurogenesis/2020 - Rombaut et al.   2021   PDE inhibition in distinct cell types to reclaim the ....pdf,03_PDE4_Neurogenesis,2020,,,ZOTPDF_References/Rombaut et al. - 2021 - PDE inhibition in distinct cell types to reclaim the balance of synaptic plasticity.pdf
01_Sceletium_Pharmacology/2008 - doi10.1016S0079-6123(08)00919-9_1.pdf,01_Sceletium_Pharmacology,2008,,doi:10.1016/S0079-6123(08)00919-9,ZOTPDF_References/Rothman et al. - 2008 - Dopamineserotonin releasers as medications for stimulant addictions-1.pdf
01_Sceletium_Pharmacology/2025 - doi10.1016S0079-6123(08)00919-9.pdf,01_Sceletium_Pharmacology,2025,,doi:10.1016/S0079-6123(08)00919-9,ZOTPDF_References/Rothman et al. - 2008 - Dopamineserotonin releasers as medications for stimulant addictions.pdf
04_Clinical_Trials/2021 - Sarris - Plant-based Medicines (Phytoceuticals) in the Treatment of Psychiatric Disord..._1.pdf,04_Clinical_Trials,2021,"Jerome Sarris, Wolfgang Marx, Melanie M. Ashton, Chee H. Ng, Nicole Galvao-Coelho, Zahra Ayati, Zhang-Jin Zhang, Siegfried Kasper, Arun Ravindran, Brian H. Harvey, Adrian Lopresti, David Mischoulon, Jay Amsterdam, Lakshmi N. Yatham, and Michael Berk",Plant-based Medicines (Phytoceuticals) in the Treatment of Psychiatric Disorders: A Meta-review of Meta-analyses of Randomized Controlled Trials: Les médicaments à base de plantes (phytoceutiques) dans le traitement des troubles psychiatriques: une méta-revue des méta-analyses dˇessais randomisés contrôlés,ZOTPDF_References/Sarris et al. - 2021 - Plant-based Medicines (Phytoceuticals) in the Treatment of Psychiatric Disorders A Meta-review of M.pdf
01_Sceletium_Pharmacology/2015 - Novel psychoactive substances of interest for psychiatry_1.pdf,01_Sceletium_Pharmacology,2015,,Novel psychoactive substances of interest for psychiatry,ZOTPDF_References/Schifano et al. - 2015 - Novel psychoactive substances of interest for psychiatry-1.pdf
01_Sceletium_Pharmacology/2025 - Novel psychoactive substances of interest for psychiatry.pdf,01_Sceletium_Pharmacology,2025,,Novel psychoactive substances of interest for psychiatry,ZOTPDF_References/Schifano et al. - 2015 - Novel psychoactive substances of interest for psychiatry.pdf
01_Sceletium_Pharmacology/2010 - Schultes   1970   The Botanical and Chemical Distribution of Hallucinogens.pdf,01_Sceletium_Pharmacology,2010,,,ZOTPDF_References/Schultes - 1970 - The Botanical and Chemical Distribution of Hallucinogens.pdf
01_Sceletium_Pharmacology/2012 - pmV0623 260..268_1.pdf,01_Sceletium_Pharmacology,2012,,pmV0623 260..268,ZOTPDF_References/Shikanga et al. - 2012 - In Vitro Permeation of Mesembrine Alkaloids from Sceletium tortuosum across Porcine Bu.pdf
01_Sceletium_Pharmacology/2025 - Shikanga - chemotypic variation of Sceletium tortuosum alkaloids and commercial product ....pdf,01_Sceletium_Pharmacology,2025,Emmanuel Amukohe Shikanga; Alvaro M. Viljoen; Sandra Combrinck; Andrew Marston; Nigel Gericke,The chemotypic variation of Sceletium tortuosum alkaloids and commercial product formulations,ZOTPDF_References/Shikanga et al. - 2012 - The chemotypic variation of Sceletium tortuosum alkaloids and commercial product formulations-1.pdf
01_Sceletium_Pharmacology/2012 - Shikanga - chemotypic variation of Sceletium tortuosum alkaloids and commercial product ..._1.pdf,01_Sceletium_Pharmacology,2012,Emmanuel Amukohe Shikanga; Alvaro M. Viljoen; Sandra Combrinck; Andrew Marston; Nigel Gericke,The chemotypic variation of Sceletium tortuosum alkaloids and commercial product formulations,ZOTPDF_References/Shikanga et al. - 2012 - The chemotypic variation of Sceletium tortuosum alkaloids and commercial product formulations.pdf
02_Ethnopharmacology/2023 - Sibeko - Traditional perinatal plant knowledge in Sub-Saharan Africa Comprehensive co..._1.pdf,02_Ethnopharmacology,2023,Lindiwe Sibeko,Traditional perinatal plant knowledge in Sub-Saharan Africa: Comprehensive compilation and secondary analysis,ZOTPDF_References/Sibeko et al. - 2023 - Traditional perinatal plant knowledge in Sub-Saharan Africa Comprehensive compilation and secondary-1.pdf
02_Ethnopharmacology/2025 - Sibeko - Traditional perinatal plant knowledge in Sub-Saharan Africa Comprehensive co....pdf,02_Ethnopharmacology,2025,Lindiwe Sibeko,Traditional perinatal plant knowledge in Sub-Saharan Africa: Comprehensive compilation and secondary analysis,ZOTPDF_References/Sibeko et al. - 2023 - Traditional perinatal plant knowledge in Sub-Saharan Africa Comprehensive compilation and secondary.pdf
01_Sceletium_Pharmacology/2010 - Smith - effects of Sceletium tortuosum in an in vivo model of psychological stress_1.pdf,01_Sceletium_Pharmacology,2010,C. Smith,The effects of Sceletium tortuosum in an in vivo model of psychological stress,ZOTPDF_References/Smith - 2011 - The effects of Sceletium tortuosum in an in vivo model of psychological stress.pdf
01_Sceletium_Pharmacology/2023 - Smith - First People.pdf,01_Sceletium_Pharmacology,2023,"Smith, Andrew;",First People,ZOTPDF_References/Smith_unknown.pdf
03_PDE4_Neurogenesis/2025 - Spina   2008   PDE4 inhibitors current status 1.pdf,03_PDE4_Neurogenesis,2025,,,ZOTPDF_References/Spina - 2008 - PDE4 inhibitors current status-1.pdf
03_PDE4_Neurogenesis/2008 - Spina   2008   PDE4 inhibitors current status.pdf,03_PDE4_Neurogenesis,2008,,,ZOTPDF_References/Spina - 2008 - PDE4 inhibitors current status.pdf
01_Sceletium_Pharmacology/2021 - Sreekissoon - In vitro and ex vivo vegetative propagation and cytokinin profiles of Sceleti..._1.pdf,01_Sceletium_Pharmacology,2021,Amrisha Sreekissoon ,In vitro and ex vivo vegetative propagation and cytokinin profiles of Sceletium tortuosum (L.) N. E. Br.: a South African medicinal plant,ZOTPDF_References/Sreekissoon et al. - 2021 - In vitro and ex vivo vegetative propagation and cytokinin profiles of Sceletium tortuosum (L.) N. E.-1.pdf
01_Sceletium_Pharmacology/2025 - Sreekissoon - In vitro and ex vivo vegetative propagation and cytokinin profiles of Sceleti....pdf,01_Sceletium_Pharmacology,2025,Amrisha Sreekissoon ,In vitro and ex vivo vegetative propagation and cytokinin profiles of Sceletium tortuosum (L.) N. E. Br.: a South African medicinal plant,ZOTPDF_References/Sreekissoon et al. - 2021 - In vitro and ex vivo vegetative propagation and cytokinin profiles of Sceletium tortuosum (L.) N. E..pdf
02_Ethnopharmacology/2008 - doi10.1016j.jep.2008.08.010.pdf,02_Ethnopharmacology,2008,,doi:10.1016/j.jep.2008.08.010,ZOTPDF_References/Stafford et al. - 2008 - Review on plants with CNS-effects used in traditional South African medicine against mental diseases-1.pdf
02_Ethnopharmacology/2025 - doi10.1016j.jep.2008.08.010.pdf,02_Ethnopharmacology,2025,,doi:10.1016/j.jep.2008.08.010,ZOTPDF_References/Stafford et al. - 2008 - Review on plants with CNS-effects used in traditional South African medicine against mental diseases.pdf
"01_Sceletium_Pharmacology/2025 - Terburg - Acute Effects of Sceletium tortuosum (Zembrin), a Dual 5-HT Reuptake and PDE4....pdf",01_Sceletium_Pharmacology,2025,David Terburg,"Acute Effects of Sceletium tortuosum (Zembrin), a Dual 5-HT Reuptake and PDE4 Inhibitor, in the Human Amygdala and its Connection to the Hypothalamus","ZOTPDF_References/Terburg et al. - 2013 - Acute Effects of Sceletium tortuosum (Zembrin), a Dual 5-HT Reuptake and PDE4 Inhibitor, in the Huma-1.pdf"
"01_Sceletium_Pharmacology/2019 - Terburg - Acute Effects of Sceletium tortuosum (Zembrin), a Dual 5-HT Reuptake and PDE4..._1.pdf",01_Sceletium_Pharmacology,2019,David Terburg,"Acute Effects of Sceletium tortuosum (Zembrin), a Dual 5-HT Reuptake and PDE4 Inhibitor, in the Human Amygdala and its Connection to the Hypothalamus","ZOTPDF_References/Terburg et al. - 2013 - Acute Effects of Sceletium tortuosum (Zembrin), a Dual 5-HT Reuptake and PDE4 Inhibitor, in the Huma.pdf"
01_Sceletium_Pharmacology/2025 - Stellenbosch - ecology and management of biological invasions in southern Africa  proceedin....pdf,01_Sceletium_Pharmacology,2025,"National Synthesis Symposium on the Ecology of Biological Invasions (1985 : Stellenbosch, South Africa)",The ecology and management of biological invasions in southern Africa : proceedings of the National Synthesis Symposium on the Ecology of Biological Invasions ,ZOTPDF_References/The ecology and management of biological invasions in Southern Africa.pdf
01_Sceletium_Pharmacology/2013 - Torregrossa et Taylor   2013   Learning to forget manipulating extinction and....pdf,01_Sceletium_Pharmacology,2013,,,ZOTPDF_References/Torregrossa et Taylor - 2013 - Learning to forget manipulating extinction and reconsolidation processes to treat addiction.pdf
06_Related_Compounds/2013 - Correlates of hyperdiversity in southern African ice plants (Aizoaceae)_1.pdf,06_Related_Compounds,2013,,Correlates of hyperdiversity in southern African ice plants (Aizoaceae),ZOTPDF_References/Valente et al. - 2014 - Correlates of hyperdiversity in southern African ice plants (Aizoaceae) Diversification in Aizoacea-1.pdf
06_Related_Compounds/2025 - Correlates of hyperdiversity in southern African ice plants (Aizoaceae).pdf,06_Related_Compounds,2025,,Correlates of hyperdiversity in southern African ice plants (Aizoaceae),ZOTPDF_References/Valente et al. - 2014 - Correlates of hyperdiversity in southern African ice plants (Aizoaceae) Diversification in Aizoacea.pdf
02_Ethnopharmacology/2008 - doi10.1016j.jep.2008.05.029.pdf,02_Ethnopharmacology,2008,,doi:10.1016/j.jep.2008.05.029,ZOTPDF_References/Van Wyk - 2008 - A broad review of commercially important southern African medicinal plants.pdf
05_Khoi_San_Traditional/2008 - doi10.1016j.jep.2008.07.021_1.pdf,05_Khoi_San_Traditional,2008,,doi:10.1016/j.jep.2008.07.021,ZOTPDF_References/Van Wyk - 2008 - A review of Khoi-San and Cape Dutch medical ethnobotany.pdf
01_Sceletium_Pharmacology/2011 - Wyk - potential of South African plants in the development of new medicinal products.pdf,01_Sceletium_Pharmacology,2011,B.-E. Van Wyk,The potential of South African plants in the development of new medicinal products,ZOTPDF_References/Van Wyk - 2011 - The potential of South African plants in the development of new medicinal products.pdf
02_Ethnopharmacology/2019 - Wyk - Ethnobotanical research in sub-Saharan Africa - documenting and analysing ind....pdf,02_Ethnopharmacology,2019,B.-E. Van Wyk,"Ethnobotanical research in sub-Saharan Africa - documenting and analysing indigenous knowledge about medicinal, edible and other useful plants",ZOTPDF_References/Van Wyk et Moteetee - 2019 - Ethnobotanical research in sub-Saharan Africa – documenting and analysing indigenous knowledge about.pdf
03_PDE4_Neurogenesis/2015 - Wen et al.   2012   The Phosphodiesterase‐4 ( PDE 4) Inhibitor Rolipram De.pdf,03_PDE4_Neurogenesis,2015,,,ZOTPDF_References/Wen et al. - 2012 - The Phosphodiesterase‐4 ( PDE 4) Inhibitor Rolipram De.pdf
01_Sceletium_Pharmacology/2020 - PROF - Journal of medical research and practice_1.pdf,01_Sceletium_Pharmacology,2020,PROF,Journal of medical research and practice,ZOTPDF_References/Wen et al. - 2020 - Sceletium Tortuosum Effects on Central Nervous System and Related Disease-1.pdf
01_Sceletium_Pharmacology/2025 - PROF - Journal of medical research and practice.pdf,01_Sceletium_Pharmacology,2025,PROF,Journal of medical research and practice,ZOTPDF_References/Wen et al. - 2020 - Sceletium Tortuosum Effects on Central Nervous System and Related Disease.pdf
